,hour,Temperature,Dew_Point,Humidity,Speed,Gust,Pressure,Precip_Rate,Precip_Accum,UV,Solar,date
0,0,50.26666666666667,47.349999999999994,89.91666666666667,0.0,0.0,29.91916666666667,0.0,0.0,0.0,0.0,2022-01-01
1,1,50.26666666666667,47.36666666666667,90.0,0.0,0.0,29.911666666666665,0.0,0.0,0.0,0.0,2022-01-01
2,2,50.4,47.525,90.0,0.0,0.0,29.91,0.0,0.0,0.0,0.0,2022-01-01
3,3,50.300000000000004,47.4,90.0,0.0,0.0,29.875833333333333,0.0,0.0,0.0,0.0,2022-01-01
4,4,49.94166666666666,47.324999999999996,90.66666666666667,0.0,0.0,29.86,0.0,0.0,0.0,0.0,2022-01-01
5,5,50.166666666666664,47.68333333333334,91.08333333333333,0.0,0.0,29.844166666666666,0.0,0.0,0.0,0.0,2022-01-01
6,6,50.425000000000004,48.25833333333333,92.0,0.0,0.0,29.831666666666667,0.0,0.0,0.0,0.0,2022-01-01
7,7,50.699999999999996,48.574999999999996,92.0,0.0,0.0,29.839166666666667,0.0075,0.0075,0.0,1.0,2022-01-01
8,8,51.25833333333333,49.1,92.0,0.0,0.0,29.8275,0.0425,0.049999999999999996,0.0,13.083333333333334,2022-01-01
9,9,51.81666666666666,49.59166666666667,92.0,0.0,0.0,29.843333333333334,0.018333333333333333,0.06416666666666666,0.0,21.833333333333332,2022-01-01
10,10,52.96666666666667,50.625,92.0,0.0,0.0,29.829166666666666,0.024166666666666666,0.08666666666666667,0.0,51.25,2022-01-01
11,11,53.78333333333333,51.40833333333333,92.0,0.0,0.0,29.785,0.005,0.09000000000000001,0.0,64.91666666666667,2022-01-01
12,12,54.458333333333336,52.1,92.0,0.0,0.0,29.765833333333333,0.008333333333333333,0.09833333333333334,0.0,55.166666666666664,2022-01-01
13,13,55.03333333333333,52.6,91.33333333333333,0.0,0.0,29.748333333333335,0.012499999999999999,0.11,0.0,49.166666666666664,2022-01-01
14,14,55.64166666666667,53.125,91.08333333333333,0.0,0.0,29.726666666666663,0.0008333333333333334,0.11,0.0,55.916666666666664,2022-01-01
15,15,55.75833333333333,53.175000000000004,90.83333333333333,0.0,0.0,29.709999999999997,0.0,0.11,0.0,25.75,2022-01-01
16,16,55.24166666666667,52.74166666666667,91.0,0.0,0.0,29.709999999999997,0.0,0.11,0.0,2.0833333333333335,2022-01-01
17,17,55.725,53.166666666666664,91.0,0.0,0.0,29.71666666666667,0.0025,0.1125,0.0,0.0,2022-01-01
18,18,55.25833333333333,52.708333333333336,90.83333333333333,0.0,0.0,29.719166666666666,0.015833333333333335,0.1275,0.0,0.0,2022-01-01
19,19,54.475,51.949999999999996,91.0,0.0,0.0,29.704166666666666,0.029166666666666664,0.15666666666666668,0.0,0.0,2022-01-01
20,20,53.98333333333333,51.49166666666667,91.41666666666667,0.0,0.0,29.6725,0.04833333333333334,0.20083333333333334,0.0,0.0,2022-01-01
21,21,53.416666666666664,51.074999999999996,92.0,0.0,0.0,29.635,0.06666666666666667,0.26666666666666666,0.0,0.0,2022-01-01
22,22,51.675000000000004,49.48333333333333,92.0,0.0,0.0,29.61916666666667,0.21,0.48,0.0,0.0,2022-01-01
23,23,51.333333333333336,49.175000000000004,92.0,0.0,0.0,29.584999999999997,0.1625,0.6191666666666666,0.0,0.0,2022-01-01
24,0,50.541666666666664,48.40833333333333,92.25,0.0,0.0,29.5625,0.016666666666666666,0.0025,0.0,0.0,2022-01-02
25,1,50.00833333333333,47.975,92.66666666666667,0.0,0.0,29.550833333333333,0.008333333333333333,0.01,0.0,0.0,2022-01-02
26,2,50.28333333333333,48.291666666666664,93.0,0.0,0.0,29.530833333333334,0.0,0.01,0.0,0.0,2022-01-02
27,3,51.85833333333333,49.875,93.0,0.0,0.0,29.563333333333333,0.0,0.01,0.0,0.0,2022-01-02
28,4,53.01666666666667,51.01666666666667,93.0,0.0,0.0,29.549166666666665,0.0,0.01,0.0,0.0,2022-01-02
29,5,53.083333333333336,51.09166666666667,93.0,0.0,0.0,29.573333333333334,0.008333333333333333,0.018333333333333333,0.0,0.0,2022-01-02
30,6,52.9,50.9,93.0,0.0,0.0,29.57166666666667,0.0025,0.02,0.0,0.0,2022-01-02
31,7,53.074999999999996,51.074999999999996,93.0,0.0,0.0,29.56833333333333,0.0,0.02,0.0,0.4166666666666667,2022-01-02
32,8,53.18333333333334,51.26666666666666,93.0,0.0,0.0,29.584166666666665,0.0025,0.023333333333333334,0.0,15.083333333333334,2022-01-02
33,9,53.68333333333334,51.699999999999996,93.0,0.0,0.0,29.605833333333333,0.008333333333333333,0.03,0.0,57.416666666666664,2022-01-02
34,10,54.375,52.300000000000004,92.75,0.0,0.0,29.62166666666667,0.0,0.03,0.0,78.0,2022-01-02
35,11,55.083333333333336,52.625,91.41666666666667,0.0,0.0,29.613333333333333,0.0,0.03,0.4166666666666667,93.91666666666667,2022-01-02
36,12,56.40833333333333,52.916666666666664,88.0,0.0,0.0,29.604166666666668,0.0,0.03,0.9166666666666666,136.75,2022-01-02
37,13,58.208333333333336,52.833333333333336,82.41666666666667,0.0,0.0,29.61,0.0,0.03,1.0,238.25,2022-01-02
